 'T[K]'  'P[atm]'  'H[MJ/kg]'   'Cpef[kJ/kg/K]'  'Visc[Pa*s]'  'Leff[W/m/K]'  'Sigma[1/Ohm/m]'  'Mass[g/mol]' 
    3.000000e+02    1.000000e+00
    3.230000e+04    1.000000e+00
    2.000000e+01    0.000000e+00
  24320         1      -1657.11         -802.008   0.000294977       0.659209                 0        14.0067 
  24340         1      -1673.19         -805.729   0.000295134       0.659557                 0        14.0067 
  24360         1      -1689.34         -809.451   0.000295291       0.659905                 0        14.0067 
  24380         1      -1705.57         -813.173   0.000295448       0.660253                 0        14.0067 
  24400         1      -1721.87         -816.894   0.000295605         0.6606                 0        14.0067 
  24420         1      -1738.24         -820.616   0.000295762       0.660948                 0        14.0067 
  24440         1      -1754.69         -824.338   0.000295919       0.661296                 0        14.0067 
  24460         1      -1771.21         -828.059   0.000296076       0.661643                 0        14.0067 
  24480         1      -1787.81         -831.781   0.000296232       0.661991                 0        14.0067 
  24500         1      -1804.49         -835.502   0.000296389       0.662338                 0        14.0067 
  24520         1      -1821.23         -839.224   0.000296546       0.662686                 0        14.0067 
  24540         1      -1838.06         -842.946   0.000296702       0.663033                 0        14.0067 
  24560         1      -1854.95         -846.667   0.000296859        0.66338                 0        14.0067 
  24580         1      -1871.92         -850.389   0.000297016       0.663727                 0        14.0067 
  24600         1      -1888.97          -854.11   0.000297172       0.664074                 0        14.0067 
  24620         1      -1906.09         -857.832   0.000297329       0.664421                 0        14.0067 
  24640         1      -1923.28         -861.554   0.000297485       0.664768                 0        14.0067 
  24660         1      -1940.55         -865.275   0.000297641       0.665115                 0        14.0067 
  24680         1      -1957.89         -868.997   0.000297798       0.665462                 0        14.0067 
  24700         1      -1975.31         -872.719   0.000297954       0.665808                 0        14.0067 
  24720         1       -1992.8          -876.44    0.00029811       0.666155                 0        14.0067 
  24740         1      -2010.37         -880.162   0.000298267       0.666502                 0        14.0067 
  24760         1      -2028.01         -883.883   0.000298423       0.666848                 0        14.0067 
  24780         1      -2045.72         -887.605   0.000298579       0.667195                 0        14.0067 
  24800         1      -2063.51         -891.327   0.000298735       0.667541                 0        14.0067 
  24820         1      -2081.37         -895.048   0.000298891       0.667887                 0        14.0067 
  24840         1      -2099.31          -898.77   0.000299047       0.668234                 0        14.0067 
  24860         1      -2117.33         -902.492   0.000299203        0.66858                 0        14.0067 
  24880         1      -2135.41         -906.213   0.000299359       0.668926                 0        14.0067 
  24900         1      -2153.57         -909.935   0.000299515       0.669272                 0        14.0067 
  24920         1      -2171.81         -913.656    0.00029967       0.669618                 0        14.0067 
  24940         1      -2190.12         -917.378   0.000299826       0.669964                 0        14.0067 
  24960         1       -2208.5           -921.1   0.000299982        0.67031                 0        14.0067 
  24980         1      -2226.96         -924.821   0.000300138       0.670656                 0        14.0067 
  25000         1       -2245.5         -928.543   0.000300293       0.671002                 0        14.0067 
  25020         1      -2264.11         -932.264   0.000300449       0.671347                 0        14.0067 
  25040         1      -2282.79         -935.986   0.000300604       0.671693                 0        14.0067 
  25060         1      -2301.54         -939.708    0.00030076       0.672039                 0        14.0067 
  25080         1      -2320.38         -943.429   0.000300915       0.672384                 0        14.0067 
  25100         1      -2339.28         -947.151   0.000301071        0.67273                 0        14.0067 
  25120         1      -2358.26         -950.873   0.000301226       0.673075                 0        14.0067 
  25140         1      -2377.32         -954.594   0.000301381       0.673421                 0        14.0067 
  25160         1      -2396.45         -958.316   0.000301537       0.673766                 0        14.0067 
  25180         1      -2415.65         -962.037   0.000301692       0.674111                 0        14.0067 
  25200         1      -2434.93         -965.759   0.000301847       0.674456                 0        14.0067 
  25220         1      -2454.28         -969.481   0.000302002       0.674801                 0        14.0067 
  25240         1      -2473.71         -973.202   0.000302157       0.675146                 0        14.0067 
  25260         1      -2493.21         -976.924   0.000302312       0.675491                 0        14.0067 
  25280         1      -2512.78         -980.646   0.000302467       0.675836                 0        14.0067 
  25300         1      -2532.43         -984.367   0.000302622       0.676181                 0        14.0067 
  25320         1      -2552.16         -988.089   0.000302777       0.676526                 0        14.0067 
  25340         1      -2571.96          -991.81   0.000302932       0.676871                 0        14.0067 
  25360         1      -2591.83         -995.532   0.000303087       0.677216                 0        14.0067 
  25380         1      -2611.78         -999.254   0.000303242        0.67756                 0        14.0067 
  25400         1       -2631.8         -1002.98   0.000303397       0.677905                 0        14.0067 
  25420         1       -2651.9          -1006.7   0.000303551       0.678249                 0        14.0067 
  25440         1      -2672.07         -1010.42   0.000303706       0.678594                 0        14.0067 
  25460         1      -2692.31         -1014.14   0.000303861       0.678938                 0        14.0067 
  25480         1      -2712.63         -1017.86   0.000304015       0.679283                 0        14.0067 
  25500         1      -2733.03         -1021.58    0.00030417       0.679627                 0        14.0067 
  25520         1       -2753.5          -1025.3   0.000304324       0.679971                 0        14.0067 
  25540         1      -2774.04         -1029.03   0.000304479       0.680315                 0        14.0067 
  25560         1      -2794.66         -1032.75   0.000304633       0.680659                 0        14.0067 
  25580         1      -2815.35         -1036.47   0.000304788       0.681003                 0        14.0067 
  25600         1      -2836.12         -1040.19   0.000304942       0.681347                 0        14.0067 
  25620         1      -2856.96         -1043.91   0.000305096       0.681691                 0        14.0067 
  25640         1      -2877.87         -1047.63    0.00030525       0.682035                 0        14.0067 
  25660         1      -2898.86         -1051.36   0.000305405       0.682378                 0        14.0067 
  25680         1      -2919.93         -1055.08   0.000305559       0.682722                 0        14.0067 
  25700         1      -2941.07          -1058.8   0.000305713       0.683066                 0        14.0067 
  25720         1      -2962.28         -1062.52   0.000305867       0.683409                 0        14.0067 
  25740         1      -2983.57         -1066.24   0.000306021       0.683753                 0        14.0067 
  25760         1      -3004.93         -1069.96   0.000306175       0.684096                 0        14.0067 
  25780         1      -3026.37         -1073.69   0.000306329       0.684439                 0        14.0067 
  25800         1      -3047.88         -1077.41   0.000306483       0.684783                 0        14.0067 
  25820         1      -3069.46         -1081.13   0.000306637       0.685126                 0        14.0067 
  25840         1      -3091.12         -1084.85   0.000306791       0.685469                 0        14.0067 
  25860         1      -3112.86         -1088.57   0.000306944       0.685812                 0        14.0067 
  25880         1      -3134.67         -1092.29   0.000307098       0.686155                 0        14.0067 
  25900         1      -3156.55         -1096.02   0.000307252       0.686498                 0        14.0067 
  25920         1      -3178.51         -1099.74   0.000307406       0.686841                 0        14.0067 
  25940         1      -3200.54         -1103.46   0.000307559       0.687183                 0        14.0067 
  25960         1      -3222.64         -1107.18   0.000307713       0.687526                 0        14.0067 
  25980         1      -3244.83          -1110.9   0.000307866       0.687869                 0        14.0067 
  26000         1      -3267.08         -1114.62    0.00030802       0.688211                 0        14.0067 
  26020         1      -3289.41         -1118.35   0.000308173       0.688554                 0        14.0067 
  26040         1      -3311.81         -1122.07   0.000308327       0.688896                 0        14.0067 
  26060         1      -3334.29         -1125.79    0.00030848       0.689238                 0        14.0067 
  26080         1      -3356.85         -1129.51   0.000308633        0.68958                 0        14.0067 
  26100         1      -3379.47         -1133.23   0.000308787       0.689923                 0        14.0067 
  26120         1      -3402.18         -1136.95    0.00030894       0.690265                 0        14.0067 
  26140         1      -3424.95         -1140.68   0.000309093       0.690607                 0        14.0067 
  26160         1       -3447.8          -1144.4   0.000309246       0.690948                 0        14.0067 
  26180         1      -3470.73         -1148.12   0.000309399        0.69129                 0        14.0067 
  26200         1      -3493.73         -1151.84   0.000309552       0.691632                 0        14.0067 
  26220         1       -3516.8         -1155.56   0.000309705       0.691974                 0        14.0067 
  26240         1      -3539.95         -1159.28   0.000309858       0.692315                 0        14.0067 
  26260         1      -3563.17            -1163   0.000310011       0.692657                 0        14.0067 
  26280         1      -3586.47         -1166.73   0.000310164       0.692998                 0        14.0067 
  26300         1      -3609.84         -1170.45   0.000310317        0.69334                 0        14.0067 
  26320         1      -3633.29         -1174.17    0.00031047       0.693681                 0        14.0067 
  26340         1      -3656.81         -1177.89   0.000310623       0.694022                 0        14.0067 
  26360         1       -3680.4         -1181.61   0.000310776       0.694363                 0        14.0067 
  26380         1      -3704.07         -1185.33   0.000310928       0.694704                 0        14.0067 
  26400         1      -3727.82         -1189.06   0.000311081       0.695045                 0        14.0067 
  26420         1      -3751.64         -1192.78   0.000311234       0.695386                 0        14.0067 
  26440         1      -3775.53          -1196.5   0.000311386       0.695727                 0        14.0067 
  26460         1      -3799.49         -1200.22   0.000311539       0.696067                 0        14.0067 
  26480         1      -3823.54         -1203.94   0.000311691       0.696408                 0        14.0067 
  26500         1      -3847.65         -1207.66   0.000311844       0.696748                 0        14.0067 
  26520         1      -3871.84         -1211.39   0.000311996       0.697089                 0        14.0067 
  26540         1      -3896.11         -1215.11   0.000312148       0.697429                 0        14.0067 
  26560         1      -3920.45         -1218.83   0.000312301        0.69777                 0        14.0067 
  26580         1      -3944.86         -1222.55   0.000312453        0.69811                 0        14.0067 
  26600         1      -3969.35         -1226.27   0.000312605        0.69845                 0        14.0067 
  26620         1      -3993.91         -1229.99   0.000312758        0.69879                 0        14.0067 
  26640         1      -4018.55         -1233.72    0.00031291        0.69913                 0        14.0067 
  26660         1      -4043.26         -1237.44   0.000313062        0.69947                 0        14.0067 
  26680         1      -4068.05         -1241.16   0.000313214       0.699809                 0        14.0067 
  26700         1      -4092.91         -1244.88   0.000313366       0.700149                 0        14.0067 
  26720         1      -4117.84          -1248.6   0.000313518       0.700489                 0        14.0067 
  26740         1      -4142.85         -1252.32    0.00031367       0.700828                 0        14.0067 
  26760         1      -4167.93         -1256.05   0.000313822       0.701168                 0        14.0067 
  26780         1      -4193.09         -1259.77   0.000313974       0.701507                 0        14.0067 
  26800         1      -4218.33         -1263.49   0.000314126       0.701846                 0        14.0067 
  26820         1      -4243.63         -1267.21   0.000314278       0.702185                 0        14.0067 
  26840         1      -4269.01         -1270.93   0.000314429       0.702524                 0        14.0067 
  26860         1      -4294.47         -1274.65   0.000314581       0.702863                 0        14.0067 
  26880         1         -4320         -1278.37   0.000314733       0.703202                 0        14.0067 
  26900         1       -4345.6          -1282.1   0.000314885       0.703541                 0        14.0067 
  26920         1      -4371.28         -1285.82   0.000315036        0.70388                 0        14.0067 
  26940         1      -4397.04         -1289.54   0.000315188       0.704219                 0        14.0067 
  26960         1      -4422.87         -1293.26   0.000315339       0.704557                 0        14.0067 
  26980         1      -4448.77         -1296.98   0.000315491       0.704896                 0        14.0067 
  27000         1      -4474.74          -1300.7   0.000315642       0.705234                 0        14.0067 
  27020         1       -4500.8         -1304.43   0.000315794       0.705572                 0        14.0067 
  27040         1      -4526.92         -1308.15   0.000315945       0.705911                 0        14.0067 
  27060         1      -4553.12         -1311.87   0.000316096       0.706249                 0        14.0067 
  27080         1       -4579.4         -1315.59   0.000316248       0.706587                 0        14.0067 
  27100         1      -4605.75         -1319.31   0.000316399       0.706925                 0        14.0067 
  27120         1      -4632.17         -1323.03    0.00031655       0.707263                 0        14.0067 
  27140         1      -4658.67         -1326.76   0.000316701         0.7076                 0        14.0067 
  27160         1      -4685.24         -1330.48   0.000316853       0.707938                 0        14.0067 
  27180         1      -4711.89          -1334.2   0.000317004       0.708276                 0        14.0067 
  27200         1      -4738.61         -1337.92   0.000317155       0.708613                 0        14.0067 
  27220         1       -4765.4         -1341.64   0.000317306       0.708951                 0        14.0067 
  27240         1      -4792.27         -1345.36   0.000317457       0.709288                 0        14.0067 
  27260         1      -4819.22         -1349.09   0.000317608       0.709625                 0        14.0067 
  27280         1      -4846.24         -1352.81   0.000317759       0.709963                 0        14.0067 
  27300         1      -4873.33         -1356.53   0.000317909         0.7103                 0        14.0067 
  27320         1       -4900.5         -1360.25    0.00031806       0.710637                 0        14.0067 
  27340         1      -4927.74         -1363.97   0.000318211       0.710974                 0        14.0067 
  27360         1      -4955.06         -1367.69   0.000318362       0.711311                 0        14.0067 
  27380         1      -4982.45         -1371.42   0.000318513       0.711647                 0        14.0067 
  27400         1      -5009.91         -1375.14   0.000318663       0.711984                 0        14.0067 
  27420         1      -5037.45         -1378.86   0.000318814       0.712321                 0        14.0067 
  27440         1      -5065.07         -1382.58   0.000318964       0.712657                 0        14.0067 
  27460         1      -5092.76          -1386.3   0.000319115       0.712994                 0        14.0067 
  27480         1      -5120.52         -1390.02   0.000319266        0.71333                 0        14.0067 
  27500         1      -5148.36         -1393.74   0.000319416       0.713666                 0        14.0067 
  27520         1      -5176.27         -1397.47   0.000319567       0.714002                 0        14.0067 
  27540         1      -5204.26         -1401.19   0.000319717       0.714338                 0        14.0067 
  27560         1      -5232.32         -1404.91   0.000319867       0.714674                 0        14.0067 
  27580         1      -5260.45         -1408.63   0.000320018        0.71501                 0        14.0067 
  27600         1      -5288.66         -1412.35   0.000320168       0.715346                 0        14.0067 
  27620         1      -5316.95         -1416.07   0.000320318       0.715682                 0        14.0067 
  27640         1      -5345.31          -1419.8   0.000320468       0.716017                 0        14.0067 
  27660         1      -5373.74         -1423.52   0.000320619       0.716353                 0        14.0067 
  27680         1      -5402.25         -1427.24   0.000320769       0.716688                 0        14.0067 
  27700         1      -5430.83         -1430.96   0.000320919       0.717024                 0        14.0067 
  27720         1      -5459.48         -1434.68   0.000321069       0.717359                 0        14.0067 
  27740         1      -5488.22          -1438.4   0.000321219       0.717694                 0        14.0067 
  27760         1      -5517.02         -1442.13   0.000321369        0.71803                 0        14.0067 
  27780         1       -5545.9         -1445.85   0.000321519       0.718365                 0        14.0067 
  27800         1      -5574.85         -1449.57   0.000321669         0.7187                 0        14.0067 
  27820         1      -5603.88         -1453.29   0.000321819       0.719034                 0        14.0067 
  27840         1      -5632.99         -1457.01   0.000321968       0.719369                 0        14.0067 
  27860         1      -5662.16         -1460.73   0.000322118       0.719704                 0        14.0067 
  27880         1      -5691.42         -1464.46   0.000322268       0.720039                 0        14.0067 
  27900         1      -5720.74         -1468.18   0.000322418       0.720373                 0        14.0067 
  27920         1      -5750.14          -1471.9   0.000322567       0.720708                 0        14.0067 
  27940         1      -5779.62         -1475.62   0.000322717       0.721042                 0        14.0067 
  27960         1      -5809.17         -1479.34   0.000322867       0.721376                 0        14.0067 
  27980         1      -5838.79         -1483.06   0.000323016        0.72171                 0        14.0067 
  28000         1      -5868.49         -1486.79   0.000323166       0.722045                 0        14.0067 
  28020         1      -5898.26         -1490.51   0.000323315       0.722379                 0        14.0067 
  28040         1      -5928.11         -1494.23   0.000323465       0.722713                 0        14.0067 
  28060         1      -5958.03         -1497.95   0.000323614       0.723046                 0        14.0067 
  28080         1      -5988.03         -1501.67   0.000323764        0.72338                 0        14.0067 
  28100         1       -6018.1         -1505.39   0.000323913       0.723714                 0        14.0067 
  28120         1      -6048.24         -1509.11   0.000324062       0.724048                 0        14.0067 
  28140         1      -6078.46         -1512.84   0.000324211       0.724381                 0        14.0067 
  28160         1      -6108.76         -1516.56   0.000324361       0.724715                 0        14.0067 
  28180         1      -6139.13         -1520.28    0.00032451       0.725048                 0        14.0067 
  28200         1      -6169.57            -1524   0.000324659       0.725381                 0        14.0067 
  28220         1      -6200.09         -1527.72   0.000324808       0.725714                 0        14.0067 
  28240         1      -6230.68         -1531.44   0.000324957       0.726048                 0        14.0067 
  28260         1      -6261.34         -1535.17   0.000325106       0.726381                 0        14.0067 
  28280         1      -6292.08         -1538.89   0.000325255       0.726713                 0        14.0067 
  28300         1       -6322.9         -1542.61   0.000325404       0.727046                 0        14.0067 
  28320         1      -6353.79         -1546.33   0.000325553       0.727379                 0        14.0067 
  28340         1      -6384.75         -1550.05   0.000325702       0.727712                 0        14.0067 
  28360         1      -6415.79         -1553.77   0.000325851       0.728044                 0        14.0067 
  28380         1       -6446.9          -1557.5      0.000326       0.728377                 0        14.0067 
  28400         1      -6478.09         -1561.22   0.000326149       0.728709                 0        14.0067 
  28420         1      -6509.35         -1564.94   0.000326297       0.729042                 0        14.0067 
  28440         1      -6540.69         -1568.66   0.000326446       0.729374                 0        14.0067 
  28460         1       -6572.1         -1572.38   0.000326595       0.729706                 0        14.0067 
  28480         1      -6603.58          -1576.1   0.000326743       0.730038                 0        14.0067 
  28500         1      -6635.14         -1579.83   0.000326892        0.73037                 0        14.0067 
  28520         1      -6666.78         -1583.55    0.00032704       0.730702                 0        14.0067 
  28540         1      -6698.48         -1587.27   0.000327189       0.731034                 0        14.0067 
  28560         1      -6730.27         -1590.99   0.000327337       0.731366                 0        14.0067 
  28580         1      -6762.12         -1594.71   0.000327486       0.731698                 0        14.0067 
  28600         1      -6794.06         -1598.43   0.000327634       0.732029                 0        14.0067 
  28620         1      -6826.06         -1602.16   0.000327783       0.732361                 0        14.0067 
  28640         1      -6858.14         -1605.88   0.000327931       0.732692                 0        14.0067 
  28660         1       -6890.3          -1609.6   0.000328079       0.733024                 0        14.0067 
  28680         1      -6922.53         -1613.32   0.000328228       0.733355                 0        14.0067 
  28700         1      -6954.83         -1617.04   0.000328376       0.733686                 0        14.0067 
  28720         1      -6987.21         -1620.76   0.000328524       0.734017                 0        14.0067 
  28740         1      -7019.66         -1624.48   0.000328672       0.734349                 0        14.0067 
  28760         1      -7052.19         -1628.21    0.00032882       0.734679                 0        14.0067 
  28780         1      -7084.79         -1631.93   0.000328968        0.73501                 0        14.0067 
  28800         1      -7117.46         -1635.65   0.000329116       0.735341                 0        14.0067 
  28820         1      -7150.21         -1639.37   0.000329265       0.735672                 0        14.0067 
  28840         1      -7183.04         -1643.09   0.000329412       0.736003                 0        14.0067 
  28860         1      -7215.94         -1646.81    0.00032956       0.736333                 0        14.0067 
  28880         1      -7248.91         -1650.54   0.000329708       0.736664                 0        14.0067 
  28900         1      -7281.96         -1654.26   0.000329856       0.736994                 0        14.0067 
  28920         1      -7315.08         -1657.98   0.000330004       0.737324                 0        14.0067 
  28940         1      -7348.28          -1661.7   0.000330152       0.737655                 0        14.0067 
  28960         1      -7381.55         -1665.42     0.0003303       0.737985                 0        14.0067 
  28980         1       -7414.9         -1669.14   0.000330447       0.738315                 0        14.0067 
  29000         1      -7448.32         -1672.87   0.000330595       0.738645                 0        14.0067 
  29020         1      -7481.81         -1676.59   0.000330743       0.738975                 0        14.0067 
  29040         1      -7515.38         -1680.31    0.00033089       0.739305                 0        14.0067 
  29060         1      -7549.02         -1684.03   0.000331038       0.739634                 0        14.0067 
  29080         1      -7582.74         -1687.75   0.000331185       0.739964                 0        14.0067 
  29100         1      -7616.53         -1691.47   0.000331333       0.740294                 0        14.0067 
  29120         1       -7650.4          -1695.2    0.00033148       0.740623                 0        14.0067 
  29140         1      -7684.34         -1698.92   0.000331628       0.740953                 0        14.0067 
  29160         1      -7718.36         -1702.64   0.000331775       0.741282                 0        14.0067 
  29180         1      -7752.45         -1706.36   0.000331923       0.741611                 0        14.0067 
  29200         1      -7786.61         -1710.08    0.00033207        0.74194                 0        14.0067 
  29220         1      -7820.85          -1713.8   0.000332217        0.74227                 0        14.0067 
  29240         1      -7855.16         -1717.53   0.000332364       0.742599                 0        14.0067 
  29260         1      -7889.55         -1721.25   0.000332512       0.742928                 0        14.0067 
  29280         1      -7924.01         -1724.97   0.000332659       0.743256                 0        14.0067 
  29300         1      -7958.55         -1728.69   0.000332806       0.743585                 0        14.0067 
  29320         1      -7993.16         -1732.41   0.000332953       0.743914                 0        14.0067 
  29340         1      -8027.85         -1736.13     0.0003331       0.744243                 0        14.0067 
  29360         1      -8062.61         -1739.86   0.000333247       0.744571                 0        14.0067 
  29380         1      -8097.44         -1743.58   0.000333394         0.7449                 0        14.0067 
  29400         1      -8132.35          -1747.3   0.000333541       0.745228                 0        14.0067 
  29420         1      -8167.33         -1751.02   0.000333688       0.745556                 0        14.0067 
  29440         1      -8202.39         -1754.74   0.000333835       0.745885                 0        14.0067 
  29460         1      -8237.52         -1758.46   0.000333982       0.746213                 0        14.0067 
  29480         1      -8272.73         -1762.18   0.000334129       0.746541                 0        14.0067 
  29500         1      -8308.01         -1765.91   0.000334276       0.746869                 0        14.0067 
  29520         1      -8343.36         -1769.63   0.000334422       0.747197                 0        14.0067 
  29540         1      -8378.79         -1773.35   0.000334569       0.747525                 0        14.0067 
  29560         1       -8414.3         -1777.07   0.000334716       0.747852                 0        14.0067 
  29580         1      -8449.88         -1780.79   0.000334863        0.74818                 0        14.0067 
  29600         1      -8485.53         -1784.51   0.000335009       0.748508                 0        14.0067 
  29620         1      -8521.26         -1788.24   0.000335156       0.748835                 0        14.0067 
  29640         1      -8557.06         -1791.96   0.000335302       0.749163                 0        14.0067 
  29660         1      -8592.94         -1795.68   0.000335449        0.74949                 0        14.0067 
  29680         1      -8628.89          -1799.4   0.000335595       0.749817                 0        14.0067 
  29700         1      -8664.91         -1803.12   0.000335742       0.750145                 0        14.0067 
  29720         1      -8701.01         -1806.84   0.000335888       0.750472                 0        14.0067 
  29740         1      -8737.18         -1810.57   0.000336035       0.750799                 0        14.0067 
  29760         1      -8773.43         -1814.29   0.000336181       0.751126                 0        14.0067 
  29780         1      -8809.76         -1818.01   0.000336327       0.751453                 0        14.0067 
  29800         1      -8846.15         -1821.73   0.000336473        0.75178                 0        14.0067 
  29820         1      -8882.63         -1825.45    0.00033662       0.752106                 0        14.0067 
  29840         1      -8919.17         -1829.17   0.000336766       0.752433                 0        14.0067 
  29860         1      -8955.79          -1832.9   0.000336912        0.75276                 0        14.0067 
  29880         1      -8992.49         -1836.62   0.000337058       0.753086                 0        14.0067 
  29900         1      -9029.26         -1840.34   0.000337204       0.753413                 0        14.0067 
  29920         1       -9066.1         -1844.06    0.00033735       0.753739                 0        14.0067 
  29940         1      -9103.02         -1847.78   0.000337496       0.754065                 0        14.0067 
  29960         1      -9140.01          -1851.5   0.000337642       0.754391                 0        14.0067 
  29980         1      -9177.08         -1855.23   0.000337788       0.754718                 0        14.0067 
  30000         1      -9214.22         -1858.95   0.000337934       0.755044                 0        14.0067 
  30020         1      -9251.44         -1862.67    0.00033808        0.75537                 0        14.0067 
  30040         1      -9288.73         -1866.39   0.000338226       0.755696                 0        14.0067 
  30060         1      -9326.09         -1870.11   0.000338372       0.756021                 0        14.0067 
  30080         1      -9363.53         -1873.83   0.000338518       0.756347                 0        14.0067 
  30100         1      -9401.05         -1877.55   0.000338663       0.756673                 0        14.0067 
  30120         1      -9438.63         -1881.28   0.000338809       0.756998                 0        14.0067 
  30140         1       -9476.3            -1885   0.000338955       0.757324                 0        14.0067 
  30160         1      -9514.03         -1888.72   0.000339101       0.757649                 0        14.0067 
  30180         1      -9551.85         -1892.44   0.000339246       0.757975                 0        14.0067 
  30200         1      -9589.73         -1896.16   0.000339392         0.7583                 0        14.0067 
  30220         1      -9627.69         -1899.88   0.000339537       0.758625                 0        14.0067 
  30240         1      -9665.73         -1903.61   0.000339683        0.75895                 0        14.0067 
  30260         1      -9703.84         -1907.33   0.000339828       0.759275                 0        14.0067 
  30280         1      -9742.02         -1911.05   0.000339974         0.7596                 0        14.0067 
  30300         1      -9780.28         -1914.77   0.000340119       0.759925                 0        14.0067 
  30320         1      -9818.61         -1918.49   0.000340265        0.76025                 0        14.0067 
  30340         1      -9857.02         -1922.21    0.00034041       0.760575                 0        14.0067 
  30360         1       -9895.5         -1925.94   0.000340555         0.7609                 0        14.0067 
  30380         1      -9934.06         -1929.66   0.000340701       0.761224                 0        14.0067 
  30400         1      -9972.69         -1933.38   0.000340846       0.761549                 0        14.0067 
  30420         1      -10011.4          -1937.1   0.000340991       0.761873                 0        14.0067 
  30440         1      -10050.2         -1940.82   0.000341136       0.762198                 0        14.0067 
  30460         1        -10089         -1944.54   0.000341281       0.762522                 0        14.0067 
  30480         1        -10128         -1948.27   0.000341426       0.762846                 0        14.0067 
  30500         1        -10167         -1951.99   0.000341572        0.76317                 0        14.0067 
  30520         1        -10206         -1955.71   0.000341717       0.763494                 0        14.0067 
  30540         1      -10245.2         -1959.43   0.000341862       0.763818                 0        14.0067 
  30560         1      -10284.4         -1963.15   0.000342007       0.764142                 0        14.0067 
  30580         1      -10323.7         -1966.87   0.000342152       0.764466                 0        14.0067 
  30600         1      -10363.1          -1970.6   0.000342296        0.76479                 0        14.0067 
  30620         1      -10402.5         -1974.32   0.000342441       0.765114                 0        14.0067 
  30640         1      -10442.1         -1978.04   0.000342586       0.765437                 0        14.0067 
  30660         1      -10481.7         -1981.76   0.000342731       0.765761                 0        14.0067 
  30680         1      -10521.3         -1985.48   0.000342876       0.766084                 0        14.0067 
  30700         1      -10561.1          -1989.2    0.00034302       0.766408                 0        14.0067 
  30720         1      -10600.9         -1992.92   0.000343165       0.766731                 0        14.0067 
  30740         1      -10640.8         -1996.65    0.00034331       0.767054                 0        14.0067 
  30760         1      -10680.8         -2000.37   0.000343455       0.767378                 0        14.0067 
  30780         1      -10720.8         -2004.09   0.000343599       0.767701                 0        14.0067 
  30800         1      -10760.9         -2007.81   0.000343744       0.768024                 0        14.0067 
  30820         1      -10801.1         -2011.53   0.000343888       0.768347                 0        14.0067 
  30840         1      -10841.4         -2015.25   0.000344033       0.768669                 0        14.0067 
  30860         1      -10881.7         -2018.98   0.000344177       0.768992                 0        14.0067 
  30880         1      -10922.1          -2022.7   0.000344322       0.769315                 0        14.0067 
  30900         1      -10962.6         -2026.42   0.000344466       0.769638                 0        14.0067 
  30920         1      -11003.2         -2030.14   0.000344611        0.76996                 0        14.0067 
  30940         1      -11043.8         -2033.86   0.000344755       0.770283                 0        14.0067 
  30960         1      -11084.6         -2037.58   0.000344899       0.770605                 0        14.0067 
  30980         1      -11125.3         -2041.31   0.000345043       0.770928                 0        14.0067 
  31000         1      -11166.2         -2045.03   0.000345188        0.77125                 0        14.0067 
  31020         1      -11207.1         -2048.75   0.000345332       0.771572                 0        14.0067 
  31040         1      -11248.2         -2052.47   0.000345476       0.771894                 0        14.0067 
  31060         1      -11289.2         -2056.19    0.00034562       0.772216                 0        14.0067 
  31080         1      -11330.4         -2059.91   0.000345764       0.772538                 0        14.0067 
  31100         1      -11371.6         -2063.64   0.000345908        0.77286                 0        14.0067 
  31120         1        -11413         -2067.36   0.000346053       0.773182                 0        14.0067 
  31140         1      -11454.3         -2071.08   0.000346197       0.773504                 0        14.0067 
  31160         1      -11495.8          -2074.8   0.000346341       0.773826                 0        14.0067 
  31180         1      -11537.3         -2078.52   0.000346484       0.774147                 0        14.0067 
  31200         1      -11578.9         -2082.24   0.000346628       0.774469                 0        14.0067 
  31220         1      -11620.6         -2085.97   0.000346772        0.77479                 0        14.0067 
  31240         1      -11662.4         -2089.69   0.000346916       0.775112                 0        14.0067 
  31260         1      -11704.2         -2093.41    0.00034706       0.775433                 0        14.0067 
  31280         1      -11746.1         -2097.13   0.000347204       0.775754                 0        14.0067 
  31300         1      -11788.1         -2100.85   0.000347348       0.776075                 0        14.0067 
  31320         1      -11830.1         -2104.57   0.000347491       0.776397                 0        14.0067 
  31340         1      -11872.3         -2108.29   0.000347635       0.776718                 0        14.0067 
  31360         1      -11914.5         -2112.02   0.000347779       0.777039                 0        14.0067 
  31380         1      -11956.8         -2115.74   0.000347922        0.77736                 0        14.0067 
  31400         1      -11999.1         -2119.46   0.000348066        0.77768                 0        14.0067 
  31420         1      -12041.5         -2123.18   0.000348209       0.778001                 0        14.0067 
  31440         1        -12084          -2126.9   0.000348353       0.778322                 0        14.0067 
  31460         1      -12126.6         -2130.62   0.000348496       0.778642                 0        14.0067 
  31480         1      -12169.3         -2134.35    0.00034864       0.778963                 0        14.0067 
  31500         1        -12212         -2138.07   0.000348783       0.779283                 0        14.0067 
  31520         1      -12254.8         -2141.79   0.000348927       0.779604                 0        14.0067 
  31540         1      -12297.7         -2145.51    0.00034907       0.779924                 0        14.0067 
  31560         1      -12340.6         -2149.23   0.000349213       0.780244                 0        14.0067 
  31580         1      -12383.6         -2152.95   0.000349357       0.780565                 0        14.0067 
  31600         1      -12426.7         -2156.68     0.0003495       0.780885                 0        14.0067 
  31620         1      -12469.9          -2160.4   0.000349643       0.781205                 0        14.0067 
